game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,8_moneyline,8_spread,8_spread_odds,8_total,8_total_odds,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,28_moneyline,28_spread,28_spread_odds,28_total,28_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds,84_moneyline,84_spread,84_spread_odds,84_total,84_total_odds,123_moneyline,123_spread,123_spread_odds,123_total,123_total_odds
4407314,1543,2021,7,New Orleans,Mon 10/25,8:15 PM,13,FINAL,473,-225.0,-5.0,-105.0,43.0,-109.0,68.18,150.0,46.88,150.0,41.67,0.0,-245.0,-6.0,-110.0,42.0,-110.0,-250.0,-6.0,-105.0,42.0,-115.0,-238.0,-6.0,-105.0,42.0,-108.0,-243.0,-6.0,-110.0,42.0,-112.0,-240.0,-5.5,-115.0,42.0,-110.0,-245.0,-6.0,-110.0,42.0,-110.0,-250.0,-6.0,-108.0,42.0,-108.0,-243.0,-5.5,-114.0,42.0,-111.0,-245.0,-6.0,-110.0,42.5,-110.0,-243.0,-6.0,-110.0,42.0,-112.0,-240.0,-6.0,-110.0,42.0,-110.0
4407314,1548,2021,7,Seattle,Mon 10/25,8:15 PM,10,FINAL,474,195.0,5.0,-115.0,43.0,-111.0,31.82,70.0,53.13,170.0,58.33,0.0,205.0,6.0,-110.0,42.0,-110.0,210.0,6.0,-115.0,42.0,-105.0,209.0,6.0,-105.0,42.0,-103.0,203.0,6.0,-110.0,42.0,-108.0,200.0,5.5,-105.0,42.0,-110.0,205.0,6.0,-110.0,42.0,-110.0,210.0,6.0,-108.0,42.0,-108.0,203.0,5.5,-106.0,42.0,-109.0,195.0,6.0,-110.0,42.5,-110.0,203.0,6.0,-110.0,42.0,-108.0,205.0,6.0,-110.0,42.0,-110.0
4407303,1531,2021,7,Kansas City,Sun 10/24,1:00 PM,3,FINAL,457,-245.0,-5.5,-114.0,57.0,-113.0,62.5,50.0,56.25,90.0,66.67,0.0,-205.0,-4.0,-110.0,59.0,-110.0,-195.0,-4.0,-110.0,59.0,-110.0,-201.0,-4.0,-105.0,59.0,-104.0,-205.0,-4.0,-108.0,59.0,-108.0,-200.0,-4.0,-110.0,59.0,-110.0,-200.0,-4.0,-110.0,59.0,-110.0,-205.0,-4.0,-108.0,59.0,-108.0,-201.0,-4.0,-111.0,59.0,-111.0,-210.0,-4.0,-110.0,59.0,-110.0,-205.0,-4.0,-108.0,59.0,-109.0,-200.0,-4.0,-110.0,59.0,-110.0
4407303,1528,2021,7,Tennessee,Sun 10/24,1:00 PM,27,FINAL,458,205.0,5.5,-106.0,57.0,-107.0,37.5,30.0,43.75,70.0,33.33,0.0,175.0,4.0,-110.0,59.0,-110.0,165.0,4.0,-110.0,59.0,-110.0,179.0,4.0,-105.0,59.0,-107.0,170.0,4.0,-112.0,59.0,-112.0,170.0,4.0,-110.0,59.0,-110.0,175.0,4.0,-110.0,59.0,-110.0,175.0,4.0,-108.0,59.0,-108.0,171.0,4.0,-109.0,59.0,-109.0,175.0,4.0,-110.0,59.0,-110.0,170.0,4.0,-112.0,59.0,-111.0,170.0,4.0,-110.0,59.0,-110.0
4407306,1523,2021,7,N.Y. Jets,Sun 10/24,1:00 PM,13,FINAL,461,275.0,7.5,-120.0,42.5,-110.0,100.0,50.0,50.0,10.0,25.0,0.0,275.0,7.0,-110.0,42.5,-110.0,275.0,7.0,-105.0,42.5,-110.0,281.0,7.5,-119.0,42.5,-105.0,274.0,7.5,-123.0,42.5,-109.0,275.0,7.5,-120.0,42.5,-110.0,275.0,7.0,-110.0,42.5,-110.0,270.0,7.0,-108.0,42.5,-108.0,260.0,7.0,-112.0,42.5,-111.0,275.0,7.0,-110.0,42.5,-110.0,275.0,7.5,-123.0,42.5,-110.0,280.0,7.0,-110.0,42.5,-110.0
4407306,1525,2021,7,New England,Sun 10/24,1:00 PM,54,FINAL,462,-330.0,-7.5,100.0,42.5,-110.0,0.0,0.0,50.0,10.0,75.0,0.0,-330.0,-7.0,-110.0,42.5,-110.0,-350.0,-7.0,-115.0,42.5,-110.0,-330.0,-7.5,107.0,42.5,-106.0,-334.0,-7.5,103.0,42.5,-111.0,-340.0,-7.5,100.0,42.5,-110.0,-335.0,-7.0,-110.0,42.5,-110.0,-330.0,-7.0,-108.0,42.5,-108.0,-320.0,-7.0,-108.0,42.5,-109.0,-345.0,-7.0,-110.0,42.5,-110.0,-335.0,-7.5,103.0,42.5,-110.0,-325.0,-7.0,-110.0,42.5,-110.0
4407309,1522,2021,7,Cincinnati,Sun 10/24,1:00 PM,41,FINAL,451,235.0,6.5,-111.0,47.0,-110.0,60.0,30.0,62.5,50.0,0.0,0.0,235.0,6.0,-110.0,45.5,-113.0,240.0,6.0,-110.0,46.0,-115.0,239.0,6.5,-107.0,46.0,-105.0,231.0,6.5,-115.0,46.0,-107.0,235.0,6.5,-115.0,46.0,-110.0,235.0,6.5,-115.0,46.0,-110.0,230.0,6.0,-108.0,46.0,-108.0,222.0,6.5,-115.0,46.0,-112.0,230.0,6.5,-115.0,46.0,-110.0,237.0,6.5,-112.0,46.0,-110.0,230.0,6.0,-110.0,46.0,-110.0
4407309,1521,2021,7,Baltimore,Sun 10/24,1:00 PM,17,FINAL,452,-280.0,-6.5,-109.0,47.0,-110.0,40.0,20.0,37.5,30.0,100.0,0.0,-280.0,-6.0,-110.0,45.5,-107.0,-290.0,-6.0,-110.0,46.0,-105.0,-276.0,-6.5,-103.0,46.0,-106.0,-271.0,-6.5,-105.0,46.0,-113.0,-275.0,-6.5,-105.0,46.0,-110.0,-275.0,-6.5,-105.0,46.0,-110.0,-280.0,-6.0,-108.0,46.0,-108.0,-272.0,-6.5,-105.0,46.0,-108.0,-280.0,-6.5,-105.0,46.0,-110.0,-277.0,-6.5,-108.0,46.0,-110.0,-270.0,-6.0,-110.0,46.0,-110.0
4407310,1537,2021,7,Washington,Sun 10/24,1:00 PM,10,FINAL,455,320.0,8.5,-115.0,48.5,-110.0,77.78,70.0,33.33,40.0,71.43,0.0,345.0,9.0,-115.0,48.0,-110.0,350.0,8.5,-105.0,48.5,-105.0,348.0,8.5,103.0,48.0,-108.0,347.0,8.5,-102.0,48.0,-112.0,350.0,9.0,-115.0,48.5,-110.0,350.0,8.5,-110.0,48.0,-110.0,340.0,8.5,-108.0,48.0,-108.0,328.0,8.5,-109.0,48.0,-108.0,330.0,8.5,-110.0,48.0,-110.0,337.0,8.5,-106.0,48.0,-110.0,350.0,9.0,-115.0,48.0,-110.0
4407310,1542,2021,7,Green Bay,Sun 10/24,1:00 PM,24,FINAL,456,-400.0,-8.5,-105.0,48.5,-110.0,22.22,20.0,66.67,80.0,28.57,0.0,-425.0,-9.0,-105.0,48.0,-110.0,-480.0,-8.5,-115.0,48.5,-115.0,-421.0,-8.5,-113.0,48.0,-103.0,-422.0,-8.5,-118.0,48.0,-108.0,-450.0,-9.0,-105.0,48.5,-110.0,-430.0,-8.5,-110.0,48.0,-110.0,-430.0,-8.5,-108.0,48.0,-108.0,-408.0,-8.5,-111.0,48.0,-112.0,-430.0,-8.5,-110.0,48.0,-110.0,-412.0,-8.5,-114.0,48.0,-110.0,-420.0,-9.0,-105.0,48.0,-110.0
