eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4733430,475,2024,11,Mon 11/18,8:15 PM,Houston,34,FINAL,1530,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-110.0,-115.0,-121.0,-121.0,-101.0,-110.0,-115.0,-118.0,-113.0,-110.0,-115.0,-110.0,-120.0,-120.0,26.0,-6.0,-110
4733430,476,2024,11,,,Dallas,10,,1538,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-110.0,-105.0,101.0,101.0,-109.0,-110.0,-105.0,-118.0,-103.0,-110.0,-105.0,-110.0,100.0,100.0,74.0,6.0,-110
4733418,455,2024,11,Sun 11/17,1:00 PM,L.A. Rams,28,FINAL,1550,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-110.0,-110.0,-110.0,-110.0,-102.0,-109.0,-110.0,-118.0,-108.0,-110.0,-110.0,-114.0,-110.0,-110.0,36.46,-5.5,-110
4733418,456,2024,11,,,New England,22,,1525,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-110.0,-110.0,-110.0,-110.0,-108.0,-111.0,-110.0,-118.0,-108.0,-110.0,-110.0,-106.0,-110.0,-110.0,63.54,5.5,-110
4733419,459,2024,11,Sun 11/17,1:00 PM,Las Vegas,19,FINAL,1533,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.5,8.0,7.5,7.5,-109.0,-105.0,-111.0,-111.0,-106.0,-109.0,-110.0,-118.0,-108.0,-110.0,-110.0,-104.0,-105.0,-110.0,80.16,7.0,-110
4733419,460,2024,11,,,Miami,34,,1524,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-7.5,-8.0,-7.5,-7.5,-111.0,-115.0,-109.0,-109.0,-104.0,-111.0,-110.0,-118.0,-108.0,-110.0,-110.0,-116.0,-115.0,-110.0,19.84,-7.0,-110
4733420,451,2024,11,Sun 11/17,1:00 PM,Green Bay,20,FINAL,1542,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-5.5,-5.5,-6.0,-6.0,-110.0,-110.0,-110.0,-110.0,-100.0,-110.0,-110.0,-118.0,-108.0,-110.0,-115.0,-110.0,-110.0,-110.0,30.15,-3.0,-104
4733420,452,2024,11,,,Chicago,19,,1540,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.5,6.0,6.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-118.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,69.85,3.0,-116
4733421,461,2024,11,Sun 11/17,1:00 PM,Jacksonville,6,FINAL,1529,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.5,14.0,14.0,14.0,13.5,14.0,14.0,-112.0,-110.0,-118.0,-118.0,-109.0,-114.0,-115.0,-118.0,-108.0,-110.0,-110.0,-109.0,-115.0,-120.0,81.41,11.0,-110
4733421,462,2024,11,,,Detroit,52,,1539,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-13.5,-14.0,-14.0,-14.0,-13.5,-14.0,-14.0,-108.0,-110.0,-102.0,-102.0,-101.0,-106.0,-105.0,-118.0,-108.0,-110.0,-110.0,-111.0,-105.0,100.0,18.59,-11.0,-110
4733422,453,2024,11,Sun 11/17,1:00 PM,Cleveland,14,FINAL,1520,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.5,-2.0,-1.0,-1.5,-1.5,-110.0,-120.0,-109.0,-109.0,-104.0,-110.0,-115.0,-118.0,-108.0,-110.0,-110.0,-105.0,-115.0,-115.0,50.48,1.5,-110
4733422,454,2024,11,,,New Orleans,35,,1543,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,1.0,1.5,1.5,-110.0,100.0,-111.0,-111.0,-106.0,-110.0,-105.0,-118.0,-108.0,-110.0,-110.0,-115.0,-105.0,-105.0,49.52,-1.5,-110
4733423,463,2024,11,Sun 11/17,1:00 PM,Minnesota,23,FINAL,1541,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-110.0,-110.0,-109.0,-109.0,-105.0,-108.0,-110.0,-118.0,-108.0,-109.0,-110.0,-103.0,-105.0,-110.0,34.67,-5.5,-110
4733423,464,2024,11,,,Tennessee,13,,1528,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,-110.0,-110.0,-111.0,-111.0,-105.0,-112.0,-110.0,-118.0,-108.0,-111.0,-110.0,-117.0,-115.0,-110.0,65.33,5.5,-110
